Hex,Segment,Field Names
304500196167726963756c747572652f736f696c2f6d6f69737475726553656e736f722072656164696e672066726f6d206c6f636174696f6e2032383a2076616c756520333930,"[(0, 1), (1, 2), (2, 4), (4, 29), (29, 71)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Payload']"
821a00540015686f6d652f6b69746368656e2f68756d696469747900,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 27), (27, 28)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter', 'Requested QoS']"
900375ed80,"[(0, 1), (1, 2), (2, 4), (4, 5)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Return Codes']"
a21c00560018656e657267792f6d657465722f636f6e73756d7074696f6e,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 30)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter']"
c000,"[(0, 1), (1, 2)]","['Message Type & Flags', 'Remaining Length']"
b00252b4,"[(0, 1), (1, 2), (2, 4)]","['Message Type & Flags', 'Remaining Length', 'Packet ID']"
821d00570018656e657267792f6d657465722f636f6e73756d7074696f6e02,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 30), (30, 31)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter', 'Requested QoS']"
32450016666163746f72792f6d616368696e652f737461747573005b7b226465766963655f6964223a2022444556343934222c2022737461747573223a2022616374697665227d,"[(0, 1), (1, 2), (2, 4), (4, 26), (26, 28), (28, 71)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Packet ID', 'Payload']"
328402001476656869636c652f6770732f6c6f636174696f6e005c53595354454d5f5245504f52543a204d756c74692d646576696365207374617475732075706461746520666f72206e6574776f726b207365676d656e7420392e2044657669636520636f756e743a2033382e2041637469766520646576696365733a20352e20496e61637469766520646576696365733a20352e204e6574776f726b207574696c697a6174696f6e3a203935252e204c617374206d61696e74656e616e63653a20323720646179732061676f2e204e657874207363686564756c6564206d61696e74656e616e63653a20313120646179732e20437269746963616c20616c657274733a20332e,"[(0, 1), (1, 3), (3, 5), (5, 25), (25, 27), (27, 263)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Packet ID', 'Payload']"
9003455501,"[(0, 1), (1, 2), (2, 4), (4, 5)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Return Codes']"
e000,"[(0, 1), (1, 2)]","['Message Type & Flags', 'Remaining Length']"
101700044d5154540402003c000b636c69656e745f36393639,"[(0, 1), (1, 2), (2, 4), (4, 8), (8, 9), (9, 10), (10, 12), (12, 14), (14, 25)]","['Message Type & Flags', 'Remaining Length', 'Protocol Name Length', 'Protocol Name', 'Protocol Level', 'Connect Flags', 'Keep Alive', 'Client ID Length', 'Client ID']"
821a0063001573656375726974792f63616d6572612f616c65727400,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 27), (27, 28)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter', 'Requested QoS']"
b002cc87,"[(0, 1), (1, 2), (2, 4)]","['Message Type & Flags', 'Remaining Length', 'Packet ID']"
34e8010018656e657267792f6d657465722f636f6e73756d7074696f6e00667b2274696d657374616d70223a20313632393933313639302c20226465766963655f696e666f223a207b226964223a20224445564943455f35353733222c202274797065223a202273656e736f72222c20226c6f636174696f6e223a2022726f6f6d5f34222c202262617474657279223a2032322c20227369676e616c5f737472656e677468223a202d37367d2c202264617461223a207b2274656d7065726174757265223a2033302c202268756d6964697479223a2034392c20227072657373757265223a203938307d7d,"[(0, 1), (1, 3), (3, 5), (5, 29), (29, 31), (31, 235)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Packet ID', 'Payload']"
b0026bcb,"[(0, 1), (1, 2), (2, 4)]","['Message Type & Flags', 'Remaining Length', 'Packet ID']"
30830200156275696c64696e672f687661632f636f6e74726f6c53595354454d5f5245504f52543a204d756c74692d646576696365207374617475732075706461746520666f72206e6574776f726b207365676d656e7420352e2044657669636520636f756e743a2033382e2041637469766520646576696365733a2031352e20496e61637469766520646576696365733a20302e204e6574776f726b207574696c697a6174696f6e3a203738252e204c617374206d61696e74656e616e63653a203720646179732061676f2e204e657874207363686564756c6564206d61696e74656e616e63653a20313220646179732e20437269746963616c20616c657274733a20312e,"[(0, 1), (1, 3), (3, 5), (5, 26), (26, 262)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Payload']"
32c3020016666163746f72792f6d616368696e652f73746174757300707b226e6f74696669636174696f6e223a207b2274797065223a2022776561746865725f616c657274222c20227072696f72697479223a20226d656469756d222c20226d657373616765223a20225765617468657220636f6e646974696f6e73206d617920616666656374206f7574646f6f722073656e736f727320696e207a6f6e657320372d3133222c202276616c69645f756e74696c223a20313630303736393035307d2c202261666665637465645f64657669636573223a205b224445565f313235222c20224445565f323336222c20224445565f333735225d2c20227265636f6d6d656e6465645f616374696f6e223a20224d6f6e69746f7220636c6f73656c7920616e642061646a757374207468726573686f6c6473206966206e6563657373617279227d,"[(0, 1), (1, 3), (3, 5), (5, 27), (27, 29), (29, 326)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Packet ID', 'Payload']"
e000,"[(0, 1), (1, 2)]","['Message Type & Flags', 'Remaining Length']"
821a007600156275696c64696e672f687661632f636f6e74726f6c00,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 27), (27, 28)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter', 'Requested QoS']"
400287cd,"[(0, 1), (1, 2), (2, 4)]","['Message Type & Flags', 'Remaining Length', 'Packet ID']"
34470018656e657267792f6d657465722f636f6e73756d7074696f6e007a7b226465766963655f6964223a2022444556313133222c2022737461747573223a2022616374697665227d,"[(0, 1), (1, 2), (2, 4), (4, 28), (28, 30), (30, 73)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Packet ID', 'Payload']"
101700044d5154540402003c000b636c69656e745f36363433,"[(0, 1), (1, 2), (2, 4), (4, 8), (8, 9), (9, 10), (10, 12), (12, 14), (14, 25)]","['Message Type & Flags', 'Remaining Length', 'Protocol Name Length', 'Protocol Name', 'Protocol Level', 'Connect Flags', 'Keep Alive', 'Client ID Length', 'Client ID']"
303a001573656375726974792f63616d6572612f616c6572747b2274656d7065726174757265223a2031392c202268756d6964697479223a2036367d,"[(0, 1), (1, 2), (2, 4), (4, 25), (25, 60)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Payload']"
a21b00820017736d6172745f636974792f747261666669632f666c6f77,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 29)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter']"
a21a00830016666163746f72792f6d616368696e652f737461747573,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 28)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter']"
c000,"[(0, 1), (1, 2)]","['Message Type & Flags', 'Remaining Length']"
40023dbb,"[(0, 1), (1, 2), (2, 4)]","['Message Type & Flags', 'Remaining Length', 'Packet ID']"
90037ee080,"[(0, 1), (1, 2), (2, 4), (4, 5)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Return Codes']"
30f00100146f66666963652f73656e736f722f6d6f74696f6e7b2273656e736f725f6172726179223a205b7b226964223a202253303031222c202276616c7565223a2039337d2c207b226964223a202253303032222c202276616c7565223a2036317d2c207b226964223a202253303033222c202276616c7565223a2037367d5d2c20226c6f636174696f6e223a20224275696c64696e675f415f466c6f6f725f3130222c2022636f6f7264696e61746f72223a2022434f4f52445f343731222c202274696d657374616d70223a20313637383831383139342c2022737461747573223a20226f7065726174696f6e616c227d,"[(0, 1), (1, 3), (3, 5), (5, 25), (25, 243)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Payload']"
b002afeb,"[(0, 1), (1, 2), (2, 4)]","['Message Type & Flags', 'Remaining Length', 'Packet ID']"
b00267c2,"[(0, 1), (1, 2), (2, 4)]","['Message Type & Flags', 'Remaining Length', 'Packet ID']"
9003ba0b01,"[(0, 1), (1, 2), (2, 4), (4, 5)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Return Codes']"
101700044d5154540402003c000b636c69656e745f35353433,"[(0, 1), (1, 2), (2, 4), (4, 8), (8, 9), (9, 10), (10, 12), (12, 14), (14, 25)]","['Message Type & Flags', 'Remaining Length', 'Protocol Name Length', 'Protocol Name', 'Protocol Level', 'Connect Flags', 'Keep Alive', 'Client ID Length', 'Client ID']"
c000,"[(0, 1), (1, 2)]","['Message Type & Flags', 'Remaining Length']"
b00257c9,"[(0, 1), (1, 2), (2, 4)]","['Message Type & Flags', 'Remaining Length', 'Packet ID']"
d000,"[(0, 1), (1, 2)]","['Message Type & Flags', 'Remaining Length']"
821c008d0017736d6172745f636974792f747261666669632f666c6f7700,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 29), (29, 30)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter', 'Requested QoS']"
3051001573656375726974792f63616d6572612f616c657274414c4552543a2053797374656d2074656d7065726174757265206578636565646564207468726573686f6c642061742031363634393531373131,"[(0, 1), (1, 2), (2, 4), (4, 25), (25, 83)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Payload']"
a21b00940017736d6172745f636974792f747261666669632f666c6f77,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 29)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter']"
323d0015686f6d652f6b69746368656e2f68756d696469747900987b22757365725f6964223a20373230302c2022616374696f6e223a20226c6f67696e227d,"[(0, 1), (1, 2), (2, 4), (4, 25), (25, 27), (27, 63)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Packet ID', 'Payload']"
90031e5802,"[(0, 1), (1, 2), (2, 4), (4, 5)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Return Codes']"
32c60200196167726963756c747572652f736f696c2f6d6f69737475726500a37b226e6f74696669636174696f6e223a207b2274797065223a2022776561746865725f616c657274222c20227072696f72697479223a20226d656469756d222c20226d657373616765223a20225765617468657220636f6e646974696f6e73206d617920616666656374206f7574646f6f722073656e736f727320696e207a6f6e657320372d3132222c202276616c69645f756e74696c223a20313638383836393631327d2c202261666665637465645f64657669636573223a205b224445565f313234222c20224445565f323939222c20224445565f333735225d2c20227265636f6d6d656e6465645f616374696f6e223a20224d6f6e69746f7220636c6f73656c7920616e642061646a757374207468726573686f6c6473206966206e6563657373617279227d,"[(0, 1), (1, 3), (3, 5), (5, 30), (30, 32), (32, 329)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Packet ID', 'Payload']"
30e6010018656e657267792f6d657465722f636f6e73756d7074696f6e7b2274696d657374616d70223a20313631353236383235372c20226465766963655f696e666f223a207b226964223a20224445564943455f33393237222c202274797065223a202273656e736f72222c20226c6f636174696f6e223a2022726f6f6d5f36222c202262617474657279223a2032322c20227369676e616c5f737472656e677468223a202d38347d2c202264617461223a207b2274656d7065726174757265223a2033352c202268756d6964697479223a2036342c20227072657373757265223a203939347d7d,"[(0, 1), (1, 3), (3, 5), (5, 29), (29, 233)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Payload']"
34f8010014776561746865722f73746174696f6e2f6461746100a7444154415f42415443483a207b2262617463685f6964223a20223631343230222c202273616d706c6573223a205b7b2274696d65223a20313634383138333433342c202274656d70223a2033352c202268756d223a2036357d2c207b2274696d65223a20313631303134313130372c202274656d70223a2032342c202268756d223a2037387d2c207b2274696d65223a20313631333938333838362c202274656d70223a2033322c202268756d223a2036367d5d2c2022646576696365223a202253454e534f525f343139222c20227175616c697479223a202268696768227d,"[(0, 1), (1, 3), (3, 5), (5, 25), (25, 27), (27, 251)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Packet ID', 'Payload']"
b00244d6,"[(0, 1), (1, 2), (2, 4)]","['Message Type & Flags', 'Remaining Length', 'Packet ID']"
e000,"[(0, 1), (1, 2)]","['Message Type & Flags', 'Remaining Length']"
a21800a800146f66666963652f73656e736f722f6d6f74696f6e,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 26)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter']"
34460015686f6d652f6b69746368656e2f68756d696469747900aa44657669636520444556333020737461747573207570646174653a2062617474657279206c6576656c20313825,"[(0, 1), (1, 2), (2, 4), (4, 25), (25, 27), (27, 72)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Packet ID', 'Payload']"
e000,"[(0, 1), (1, 2)]","['Message Type & Flags', 'Remaining Length']"
20020002,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['Message Type & Flags', 'Remaining Length', 'Connect Ack Flags', 'Connect Return Code']"
822100ae001c686f6d652f6c6976696e675f726f6f6d2f74656d706572617475726502,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 34), (34, 35)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter', 'Requested QoS']"
821d00b80018656e657267792f6d657465722f636f6e73756d7074696f6e00,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 30), (30, 31)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter', 'Requested QoS']"
101700044d5154540402003c000b636c69656e745f39363735,"[(0, 1), (1, 2), (2, 4), (4, 8), (8, 9), (9, 10), (10, 12), (12, 14), (14, 25)]","['Message Type & Flags', 'Remaining Length', 'Protocol Name Length', 'Protocol Name', 'Protocol Level', 'Connect Flags', 'Keep Alive', 'Client ID Length', 'Client ID']"
101700044d5154540402003c000b636c69656e745f39353433,"[(0, 1), (1, 2), (2, 4), (4, 8), (8, 9), (9, 10), (10, 12), (12, 14), (14, 25)]","['Message Type & Flags', 'Remaining Length', 'Protocol Name Length', 'Protocol Name', 'Protocol Level', 'Connect Flags', 'Keep Alive', 'Client ID Length', 'Client ID']"
e000,"[(0, 1), (1, 2)]","['Message Type & Flags', 'Remaining Length']"
90035eed02,"[(0, 1), (1, 2), (2, 4), (4, 5)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Return Codes']"
20020000,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['Message Type & Flags', 'Remaining Length', 'Connect Ack Flags', 'Connect Return Code']"
e000,"[(0, 1), (1, 2)]","['Message Type & Flags', 'Remaining Length']"
822100be001c686f6d652f6c6976696e675f726f6f6d2f74656d706572617475726501,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 34), (34, 35)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter', 'Requested QoS']"
d000,"[(0, 1), (1, 2)]","['Message Type & Flags', 'Remaining Length']"
3285020015686f6d652f6b69746368656e2f68756d696469747900c053595354454d5f5245504f52543a204d756c74692d646576696365207374617475732075706461746520666f72206e6574776f726b207365676d656e7420362e2044657669636520636f756e743a2033382e2041637469766520646576696365733a2032312e20496e61637469766520646576696365733a20302e204e6574776f726b207574696c697a6174696f6e3a203632252e204c617374206d61696e74656e616e63653a20323420646179732061676f2e204e657874207363686564756c6564206d61696e74656e616e63653a203620646179732e20437269746963616c20616c657274733a20302e,"[(0, 1), (1, 3), (3, 5), (5, 26), (26, 28), (28, 264)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Packet ID', 'Payload']"
d000,"[(0, 1), (1, 2)]","['Message Type & Flags', 'Remaining Length']"
3048001b6865616c7468636172652f6465766963652f6865617274726174657b226465766963655f6964223a2022444556393335222c2022737461747573223a2022616374697665227d,"[(0, 1), (1, 2), (2, 4), (4, 31), (31, 74)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Payload']"
101700044d5154540402003c000b636c69656e745f33353431,"[(0, 1), (1, 2), (2, 4), (4, 8), (8, 9), (9, 10), (10, 12), (12, 14), (14, 25)]","['Message Type & Flags', 'Remaining Length', 'Protocol Name Length', 'Protocol Name', 'Protocol Level', 'Connect Flags', 'Keep Alive', 'Client ID Length', 'Client ID']"
a21900c9001573656375726974792f63616d6572612f616c657274,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 27)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter']"
821c00cc0017736d6172745f636974792f747261666669632f666c6f7701,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 29), (29, 30)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter', 'Requested QoS']"
b00214b7,"[(0, 1), (1, 2), (2, 4)]","['Message Type & Flags', 'Remaining Length', 'Packet ID']"
20020000,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['Message Type & Flags', 'Remaining Length', 'Connect Ack Flags', 'Connect Return Code']"
d000,"[(0, 1), (1, 2)]","['Message Type & Flags', 'Remaining Length']"
821900cf0014776561746865722f73746174696f6e2f6461746100,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 26), (26, 27)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter', 'Requested QoS']"
a21800d2001476656869636c652f6770732f6c6f636174696f6e,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 26)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter']"
90038d3600,"[(0, 1), (1, 2), (2, 4), (4, 5)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Return Codes']"
9003575c00,"[(0, 1), (1, 2), (2, 4), (4, 5)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Return Codes']"
821b00d70016666163746f72792f6d616368696e652f73746174757300,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 28), (28, 29)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter', 'Requested QoS']"
101700044d5154540402003c000b636c69656e745f31353237,"[(0, 1), (1, 2), (2, 4), (4, 8), (8, 9), (9, 10), (10, 12), (12, 14), (14, 25)]","['Message Type & Flags', 'Remaining Length', 'Protocol Name Length', 'Protocol Name', 'Protocol Level', 'Connect Flags', 'Keep Alive', 'Client ID Length', 'Client ID']"
821a00d80015686f6d652f6b69746368656e2f68756d696469747900,"[(0, 1), (1, 2), (2, 4), (4, 6), (6, 27), (27, 28)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Topic Filter Length', 'Topic Filter', 'Requested QoS']"
34c5020018656e657267792f6d657465722f636f6e73756d7074696f6e00da7b226e6f74696669636174696f6e223a207b2274797065223a2022776561746865725f616c657274222c20227072696f72697479223a20226d656469756d222c20226d657373616765223a20225765617468657220636f6e646974696f6e73206d617920616666656374206f7574646f6f722073656e736f727320696e207a6f6e657320362d3131222c202276616c69645f756e74696c223a20313637323731343333337d2c202261666665637465645f64657669636573223a205b224445565f313436222c20224445565f323037222c20224445565f333737225d2c20227265636f6d6d656e6465645f616374696f6e223a20224d6f6e69746f7220636c6f73656c7920616e642061646a757374207468726573686f6c6473206966206e6563657373617279227d,"[(0, 1), (1, 3), (3, 5), (5, 29), (29, 31), (31, 328)]","['Message Type & Flags', 'Remaining Length', 'Topic Length', 'Topic Name', 'Packet ID', 'Payload']"
9003702f00,"[(0, 1), (1, 2), (2, 4), (4, 5)]","['Message Type & Flags', 'Remaining Length', 'Packet ID', 'Return Codes']"
