Hex,Segment,Field Names
01010300000b002686264e0000d2001800d0fe264e050704010e0c0000d2050202d0262684e4,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 19), (19, 21), (21, 22), (22, 23), (23, 24), (24, 25), (25, 26), (26, 27), (27, 30), (30, 31), (31, 32), (32, 34), (34, 35), (35, 37), (37, 38)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.pt.delimiter_raw', 'hart_ip.pt.long_address_raw', 'hart_ip.pt.command_raw', 'hart_ip.pt.length_raw', 'hart_ip.pt.response_code_raw', 'hart_ip.pt.device_status_raw', 'hart_ip.pt.rsp.expansion_code_raw', 'hart_ip.pt.rsp.expanded_device_type_raw', 'hart_ip.pt.rsp.req_min_preambles_raw', 'hart_ip.pt.rsp.hart_univ_rev_raw', 'hart_ip.pt.rsp.device_rev_raw', 'hart_ip.pt.rsp.software_rev_raw', 'hart_ip.pt.rsp.hardrev_and_physical_signal_raw', 'hart_ip.pt.rsp.flags_raw', 'hart_ip.pt.rsp.device_id_raw', 'hart_ip.pt.rsp.rsp_min_preambles_raw', 'hart_ip.pt.rsp.device_variables_raw', 'hart_ip.pt.rsp.configure_change_raw', 'hart_ip.pt.rsp.ext_device_status_raw', 'hart_ip.pt.rsp.manufacturer_Id_raw', 'hart_ip.pt.checksum_raw']"
01010000000c000d020004543b,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 13)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.session_init.master_type_raw', 'hart_ip.session_init.inactivity_close_timer_raw']"
01010000000d000d0100015cd4,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 13)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.session_init.master_type_raw', 'hart_ip.session_init.inactivity_close_timer_raw']"
01000000000e000d0100023728,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 13)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.session_init.master_type_raw', 'hart_ip.session_init.inactivity_close_timer_raw']"
01010200000f0008,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 14), (14, 16)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw']"
010100000010000d010002c052,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 13)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.session_init.master_type_raw', 'hart_ip.session_init.inactivity_close_timer_raw']"
010103000011002b86264e0000d2031a00d000000000fb00000000fb0000000020420200002042000000f7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 22), (22, 23), (23, 27), (27, 28), (28, 32), (32, 33), (33, 37), (37, 38), (38, 42), (42, 43)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.pt.delimiter_raw', 'hart_ip.pt.long_address_raw', 'hart_ip.pt.command_raw', 'hart_ip.pt.length_raw', 'hart_ip.pt.response_code_raw', 'hart_ip.pt.device_status_raw', 'hart_ip.pt.rsp.pv_loop_current_raw', 'hart_ip.pt.rsp.pv_units_raw', 'hart_ip.pt.rsp.pv_raw', 'hart_ip.pt.rsp.sv_units_raw', 'hart_ip.pt.rsp.sv_raw', 'hart_ip.pt.rsp.tv_units_raw', 'hart_ip.pt.rsp.tv_raw', 'hart_ip.pt.rsp.qv_units_raw', 'hart_ip.pt.rsp.qv_raw', 'hart_ip.pt.checksum_raw']"
010103000012001886264e0000d2010700d0fb0000000011,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 19), (19, 23), (23, 24)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.pt.delimiter_raw', 'hart_ip.pt.long_address_raw', 'hart_ip.pt.command_raw', 'hart_ip.pt.length_raw', 'hart_ip.pt.response_code_raw', 'hart_ip.pt.device_status_raw', 'hart_ip.pt.rsp.pv_units_raw', 'hart_ip.pt.rsp.pv_raw', 'hart_ip.pt.checksum_raw']"
010103000013002686264e0000d2001800d0fe264e050704010e0c0000d2050202d0262684e4,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 19), (19, 21), (21, 22), (22, 23), (23, 24), (24, 25), (25, 26), (26, 27), (27, 30), (30, 31), (31, 32), (32, 34), (34, 35), (35, 37), (37, 38)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.pt.delimiter_raw', 'hart_ip.pt.long_address_raw', 'hart_ip.pt.command_raw', 'hart_ip.pt.length_raw', 'hart_ip.pt.response_code_raw', 'hart_ip.pt.device_status_raw', 'hart_ip.pt.rsp.expansion_code_raw', 'hart_ip.pt.rsp.expanded_device_type_raw', 'hart_ip.pt.rsp.req_min_preambles_raw', 'hart_ip.pt.rsp.hart_univ_rev_raw', 'hart_ip.pt.rsp.device_rev_raw', 'hart_ip.pt.rsp.software_rev_raw', 'hart_ip.pt.rsp.hardrev_and_physical_signal_raw', 'hart_ip.pt.rsp.flags_raw', 'hart_ip.pt.rsp.device_id_raw', 'hart_ip.pt.rsp.rsp_min_preambles_raw', 'hart_ip.pt.rsp.device_variables_raw', 'hart_ip.pt.rsp.configure_change_raw', 'hart_ip.pt.rsp.ext_device_status_raw', 'hart_ip.pt.rsp.manufacturer_Id_raw', 'hart_ip.pt.checksum_raw']"
010003000014001182264e0000d202003a,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 14), (14, 15), (15, 16), (16, 17)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.pt.delimiter_raw', 'hart_ip.pt.long_address_raw', 'hart_ip.pt.command_raw', 'hart_ip.pt.length_raw', 'hart_ip.pt.checksum_raw']"
010000000015000d010003ab5b,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 13)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.session_init.master_type_raw', 'hart_ip.session_init.inactivity_close_timer_raw']"
0100020000160008,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw']"
010000000017000d0100012bd3,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 13)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.session_init.master_type_raw', 'hart_ip.session_init.inactivity_close_timer_raw']"
010103000018001b86264e0000d2020a00d00000000000000000e4,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 22), (22, 26), (26, 27)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.pt.delimiter_raw', 'hart_ip.pt.long_address_raw', 'hart_ip.pt.command_raw', 'hart_ip.pt.length_raw', 'hart_ip.pt.response_code_raw', 'hart_ip.pt.device_status_raw', 'hart_ip.pt.rsp.pv_loop_current_raw', 'hart_ip.pt.rsp.pv_percent_range_raw', 'hart_ip.pt.checksum_raw']"
010103000019001886264e0000d2010700d0fb0000000011,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 19), (19, 23), (23, 24)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.pt.delimiter_raw', 'hart_ip.pt.long_address_raw', 'hart_ip.pt.command_raw', 'hart_ip.pt.length_raw', 'hart_ip.pt.response_code_raw', 'hart_ip.pt.device_status_raw', 'hart_ip.pt.rsp.pv_units_raw', 'hart_ip.pt.rsp.pv_raw', 'hart_ip.pt.checksum_raw']"
01000000001a000d020000415d,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 13)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.session_init.master_type_raw', 'hart_ip.session_init.inactivity_close_timer_raw']"
01010200001b0008,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 14), (14, 16)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw']"
01010200001c0008,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 14), (14, 16)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw']"
01000000001d000d020000fc31,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 13)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.session_init.master_type_raw', 'hart_ip.session_init.inactivity_close_timer_raw']"
01000300001e001182264e0000d203003b,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 14), (14, 15), (15, 16), (16, 17)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.pt.delimiter_raw', 'hart_ip.pt.long_address_raw', 'hart_ip.pt.command_raw', 'hart_ip.pt.length_raw', 'hart_ip.pt.checksum_raw']"
01000000001f000d020001c781,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 13)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.session_init.master_type_raw', 'hart_ip.session_init.inactivity_close_timer_raw']"
0100020000200008,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw']"
010100000021000d0200047f8e,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 13)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.session_init.master_type_raw', 'hart_ip.session_init.inactivity_close_timer_raw']"
010103000022002b86264e0000d2031a00d000000000fb00000000fb0000000020420200002042000000f7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 22), (22, 23), (23, 27), (27, 28), (28, 32), (32, 33), (33, 37), (37, 38), (38, 42), (42, 43)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.pt.delimiter_raw', 'hart_ip.pt.long_address_raw', 'hart_ip.pt.command_raw', 'hart_ip.pt.length_raw', 'hart_ip.pt.response_code_raw', 'hart_ip.pt.device_status_raw', 'hart_ip.pt.rsp.pv_loop_current_raw', 'hart_ip.pt.rsp.pv_units_raw', 'hart_ip.pt.rsp.pv_raw', 'hart_ip.pt.rsp.sv_units_raw', 'hart_ip.pt.rsp.sv_raw', 'hart_ip.pt.rsp.tv_units_raw', 'hart_ip.pt.rsp.tv_raw', 'hart_ip.pt.rsp.qv_units_raw', 'hart_ip.pt.rsp.qv_raw', 'hart_ip.pt.checksum_raw']"
0101020000230008,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 14), (14, 16)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw']"
010100000024000d0100011e82,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 13)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.session_init.master_type_raw', 'hart_ip.session_init.inactivity_close_timer_raw']"
010103000025001b86264e0000d2020a00d00000000000000000e4,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 22), (22, 26), (26, 27)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.pt.delimiter_raw', 'hart_ip.pt.long_address_raw', 'hart_ip.pt.command_raw', 'hart_ip.pt.length_raw', 'hart_ip.pt.response_code_raw', 'hart_ip.pt.device_status_raw', 'hart_ip.pt.rsp.pv_loop_current_raw', 'hart_ip.pt.rsp.pv_percent_range_raw', 'hart_ip.pt.checksum_raw']"
010000000026000d010002e14f,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 13)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.session_init.master_type_raw', 'hart_ip.session_init.inactivity_close_timer_raw']"
0101020000270008,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 14), (14, 16)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw']"
010100000028000d02000402d9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 13)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.session_init.master_type_raw', 'hart_ip.session_init.inactivity_close_timer_raw']"
0101020000290008,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 14), (14, 16)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw']"
01010300002a001886264e0000d2010700d0fb0000000011,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 19), (19, 23), (23, 24)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.pt.delimiter_raw', 'hart_ip.pt.long_address_raw', 'hart_ip.pt.command_raw', 'hart_ip.pt.length_raw', 'hart_ip.pt.response_code_raw', 'hart_ip.pt.device_status_raw', 'hart_ip.pt.rsp.pv_units_raw', 'hart_ip.pt.rsp.pv_raw', 'hart_ip.pt.checksum_raw']"
01010300002b002b86264e0000d2031a00d000000000fb00000000fb0000000020420200002042000000f7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 22), (22, 23), (23, 27), (27, 28), (28, 32), (32, 33), (33, 37), (37, 38), (38, 42), (42, 43)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.pt.delimiter_raw', 'hart_ip.pt.long_address_raw', 'hart_ip.pt.command_raw', 'hart_ip.pt.length_raw', 'hart_ip.pt.response_code_raw', 'hart_ip.pt.device_status_raw', 'hart_ip.pt.rsp.pv_loop_current_raw', 'hart_ip.pt.rsp.pv_units_raw', 'hart_ip.pt.rsp.pv_raw', 'hart_ip.pt.rsp.sv_units_raw', 'hart_ip.pt.rsp.sv_raw', 'hart_ip.pt.rsp.tv_units_raw', 'hart_ip.pt.rsp.tv_raw', 'hart_ip.pt.rsp.qv_units_raw', 'hart_ip.pt.rsp.qv_raw', 'hart_ip.pt.checksum_raw']"
01000000002c000d0100032d9a,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 13)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.session_init.master_type_raw', 'hart_ip.session_init.inactivity_close_timer_raw']"
01010200002d0008,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 14), (14, 16)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw']"
01000300002e001182264e0000d2000038,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 14), (14, 15), (15, 16), (16, 17)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.pt.delimiter_raw', 'hart_ip.pt.long_address_raw', 'hart_ip.pt.command_raw', 'hart_ip.pt.length_raw', 'hart_ip.pt.checksum_raw']"
01000000002f000d010002c4f5,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 13)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.session_init.master_type_raw', 'hart_ip.session_init.inactivity_close_timer_raw']"
010003000030001182264e0000d202003a,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 14), (14, 15), (15, 16), (16, 17)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.pt.delimiter_raw', 'hart_ip.pt.long_address_raw', 'hart_ip.pt.command_raw', 'hart_ip.pt.length_raw', 'hart_ip.pt.checksum_raw']"
010100000031000d010002b8cf,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 13)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.session_init.master_type_raw', 'hart_ip.session_init.inactivity_close_timer_raw']"
010003000032001182264e0000d203003b,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 14), (14, 15), (15, 16), (16, 17)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.pt.delimiter_raw', 'hart_ip.pt.long_address_raw', 'hart_ip.pt.command_raw', 'hart_ip.pt.length_raw', 'hart_ip.pt.checksum_raw']"
010000000033000d020002e575,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (6, 8), (8, 9), (9, 13)]","['hart_ip.version_raw', 'hart_ip.message_type_raw', 'hart_ip.message_id_raw', 'hart_ip.status_raw', 'hart_ip.transaction_id_raw', 'hart_ip.msg_length_raw', 'hart_ip.session_init.master_type_raw', 'hart_ip.session_init.inactivity_close_timer_raw']"
